,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,times_tamp
6,3408,USDC,USDC,usd-coin,15950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24759983432.96249,24759983432.96249,False,,7,,,,2024-01-03T17:39:00.000Z,0.9999900123900867,9365040514.884705,37.1577,-0.03790066,-0.00616715,-0.01661001,0.02412701,-0.03579806,-0.00817919,24759736139.9065,1.5091,24759736139.91,,2024-01-03T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-03 18:41:09.519023
7,2010,Cardano,ADA,cardano,1018,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35369228147.23,36498916808.907,False,,8,,,,2024-01-03T17:39:00.000Z,0.5629715236881393,1111254900.0948853,89.1523,-0.80934711,-8.32465622,-10.26160895,40.77909221,73.1810766,116.66845366,19911868261.719498,1.2141,25333718565.97,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
8,5805,Avalanche,AVAX,avalanche,628,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366385989.4083573,434418899.4083573,False,,9,,,,2024-01-03T17:39:00.000Z,36.45104851870927,1285462567.321961,34.2126,-1.37210598,-11.36279279,-13.53845853,68.17535179,201.26855482,267.860897,13355153476.499334,0.814,26244754933.47,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
9,74,Dogecoin,DOGE,dogecoin,865,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142502626383.70526,142502626383.70526,True,,10,,,,2024-01-03T17:39:00.000Z,0.0821459826210753,963929418.99958,94.0068,-0.16236308,-10.23064014,-11.92171845,-7.22412559,19.9355414,34.56717171,11706018270.373438,0.7135,11706018270.37,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
10,6636,Polkadot,DOT,polkadot-new,658,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1263642105.5975246,1395902607.3058763,True,,11,,,,2024-01-03T17:39:00.000Z,7.694654624153389,642750495.2424409,76.3346,-0.46408723,-8.88491649,-12.98342851,38.81755388,65.01175639,91.39769692,9723289571.110918,0.5926,10740988452.17,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
11,1958,TRON,TRX,tron,894,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88304323534.72487,88304400770.37997,True,,12,71659659264.0,7520502085.853723,,2024-01-03T17:39:00.000Z,0.10494749993364583,399155206.6859943,39.9308,-0.62295578,-4.16392572,0.11009929,1.81556933,7.49652593,18.71353051,9267317988.301178,0.5648,9267326093.99,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
12,3890,Polygon,MATIC,polygon,1220,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562817984.107603,10000000000.0,False,,13,,,,2024-01-03T17:39:00.000Z,0.8637684777973242,976066883.2656131,71.2439,-0.70891771,-12.14567886,-17.36303519,8.54947684,29.11873179,56.81788981,8260060733.585501,0.5034,8637684777.97,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
13,1975,Chainlink,LINK,chainlink,1547,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-03T17:39:00.000Z,14.002262381849372,841238170.3405054,71.4347,-1.3688516,-8.65002296,-14.27635709,-10.24486844,23.47438368,85.63604896,7954684845.400795,0.485,14002262381.85,,2024-01-03T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-03 18:41:09.519023
14,11419,Toncoin,TON,toncoin,185,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456009069.975763,5100545748.925987,True,,15,3414166606.0,7516995075.535282,,2024-01-03T17:39:00.000Z,2.201707164004545,80791157.8986793,56.1541,0.2895054,-5.97038956,-1.21706483,-7.4359829,-0.9100979,6.12168834,7609119928.230322,0.4638,11229908115.74,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:09.519023
0,1,Bitcoin,BTC,bitcoin,10691,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19588643.0,19588643.0,False,,1,,,,2024-01-03T17:39:00.000Z,42877.16568473509,45292405378.94942,15.3247,-0.64432948,-4.91816485,-0.21145585,2.92950014,23.32123545,56.02266697,839905491450.1262,51.2107,900420479379.44,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
1,1027,Ethereum,ETH,ethereum,8172,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120185495.51593144,120185495.51593144,True,,2,,,,2024-01-03T17:39:00.000Z,2225.6938037696686,18758259931.574368,51.025,-0.55007006,-5.61008883,-5.21200494,0.23875499,21.06305348,37.64375675,267496112672.7959,16.3034,267496112672.8,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
2,825,Tether USDt,USDT,tether,70426,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,92047993063.19923,94603058344.82516,True,,3,,,,2024-01-03T17:39:00.000Z,1.0007432830779217,84465201367.00125,42.2604,-0.05451149,0.01556186,0.02604919,0.08962836,-0.00697325,0.04997467,92116410778.79976,5.6165,94673375197.21,,2024-01-03T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-03 18:41:39.868011
3,1839,BNB,BNB,bnb,1970,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151691667.87089872,151691667.87089872,False,,4,,,,2024-01-03T17:39:00.000Z,318.3345264119149,1884777414.0705457,68.9627,-0.6340484,2.68804916,3.24625697,38.02655419,34.73601609,50.76420648,48288695252.31603,2.9431,48288695252.32,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
4,5426,Solana,SOL,solana,610,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,430015308.1650073,566217630.1013529,True,,5,,,,2024-01-03T17:39:00.000Z,98.51806604121829,5233274435.632141,38.6231,-2.02354471,-9.05463797,-8.09482306,61.9547292,138.19032564,332.8961196,42364276528.53503,2.582,55782665876.03,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
5,52,XRP,XRP,xrp,1195,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54125149173.0,99988100379.0,False,,6,,,,2024-01-03T17:39:00.000Z,0.5748962769278635,3148875723.053056,144.271,-0.79218446,-7.92700738,-9.290235,-7.29680148,-6.19502773,9.63532766,31116346747.72293,1.8965,57489627692.79,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
6,3408,USDC,USDC,usd-coin,15950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24759983432.96249,24759983432.96249,False,,7,,,,2024-01-03T17:39:00.000Z,0.9999900123900867,9365040514.884705,37.1577,-0.03790066,-0.00616715,-0.01661001,0.02412701,-0.03579806,-0.00817919,24759736139.9065,1.5091,24759736139.91,,2024-01-03T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-03 18:41:39.868011
7,2010,Cardano,ADA,cardano,1018,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35369228147.23,36498916808.907,False,,8,,,,2024-01-03T17:39:00.000Z,0.5629715236881393,1111254900.0948853,89.1523,-0.80934711,-8.32465622,-10.26160895,40.77909221,73.1810766,116.66845366,19911868261.719498,1.2141,25333718565.97,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
8,5805,Avalanche,AVAX,avalanche,628,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366385989.4083573,434418899.4083573,False,,9,,,,2024-01-03T17:39:00.000Z,36.45104851870927,1285462567.321961,34.2126,-1.37210598,-11.36279279,-13.53845853,68.17535179,201.26855482,267.860897,13355153476.499334,0.814,26244754933.47,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
9,74,Dogecoin,DOGE,dogecoin,865,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142502626383.70526,142502626383.70526,True,,10,,,,2024-01-03T17:39:00.000Z,0.0821459826210753,963929418.99958,94.0068,-0.16236308,-10.23064014,-11.92171845,-7.22412559,19.9355414,34.56717171,11706018270.373438,0.7135,11706018270.37,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
10,6636,Polkadot,DOT,polkadot-new,658,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1263642105.5975246,1395902607.3058763,True,,11,,,,2024-01-03T17:39:00.000Z,7.694654624153389,642750495.2424409,76.3346,-0.46408723,-8.88491649,-12.98342851,38.81755388,65.01175639,91.39769692,9723289571.110918,0.5926,10740988452.17,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
11,1958,TRON,TRX,tron,894,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88304323534.72487,88304400770.37997,True,,12,71659659264.0,7520502085.853723,,2024-01-03T17:39:00.000Z,0.10494749993364583,399155206.6859943,39.9308,-0.62295578,-4.16392572,0.11009929,1.81556933,7.49652593,18.71353051,9267317988.301178,0.5648,9267326093.99,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
12,3890,Polygon,MATIC,polygon,1220,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562817984.107603,10000000000.0,False,,13,,,,2024-01-03T17:39:00.000Z,0.8637684777973242,976066883.2656131,71.2439,-0.70891771,-12.14567886,-17.36303519,8.54947684,29.11873179,56.81788981,8260060733.585501,0.5034,8637684777.97,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
13,1975,Chainlink,LINK,chainlink,1547,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-03T17:39:00.000Z,14.002262381849372,841238170.3405054,71.4347,-1.3688516,-8.65002296,-14.27635709,-10.24486844,23.47438368,85.63604896,7954684845.400795,0.485,14002262381.85,,2024-01-03T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-03 18:41:39.868011
14,11419,Toncoin,TON,toncoin,185,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456009069.975763,5100545748.925987,True,,15,3414166606.0,7516995075.535282,,2024-01-03T17:39:00.000Z,2.201707164004545,80791157.8986793,56.1541,0.2895054,-5.97038956,-1.21706483,-7.4359829,-0.9100979,6.12168834,7609119928.230322,0.4638,11229908115.74,,2024-01-03T17:39:00.000Z,,,,,,2024-01-03 18:41:39.868011
0,1,Bitcoin,BTC,bitcoin,10691,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19588643.0,19588643.0,False,,1,,,,2024-01-03T17:43:00.000Z,42900.19031315521,45270267122.06897,15.0543,-0.26095409,-4.80333749,-0.35852173,2.98581952,23.40262689,55.90221064,840356512676.4556,51.2577,900903996576.26,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
1,1027,Ethereum,ETH,ethereum,8172,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120185495.51593144,120185495.51593144,True,,2,,,,2024-01-03T17:43:00.000Z,2226.9810777584107,18759230876.899822,50.825,-0.36748164,-5.49819447,-5.29203828,0.32436392,21.18211407,37.61091542,267650824334.99765,16.3258,267650824335.0,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
2,825,Tether USDt,USDT,tether,70426,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,92047993063.19923,94603058344.82516,True,,3,,,,2024-01-03T17:43:00.000Z,1.0009539982159645,84437602885.3444,41.9886,-0.05168377,0.01426925,0.02953635,0.1124167,0.02581687,0.06856048,92135806684.36464,5.6198,94693309493.71,,2024-01-03T17:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-03 18:45:16.197985
3,1839,BNB,BNB,bnb,1970,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151691667.87089872,151691667.87089872,False,,4,,,,2024-01-03T17:43:00.000Z,318.31536581203125,1883874473.4541514,68.8107,-0.24082108,2.87260385,3.24789399,38.07540361,34.70741934,50.62712129,48285788748.96227,2.9453,48285788748.96,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
4,5426,Solana,SOL,solana,610,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,430015308.1650073,566217630.1013529,True,,5,,,,2024-01-03T17:43:00.000Z,98.38302479349011,5207507753.911662,37.4466,-1.6676217,-8.14475744,-8.28951124,61.8590788,137.79949601,331.17571045,42306206724.7782,2.5805,55706203140.77,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
5,52,XRP,XRP,xrp,1195,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54125149173.0,99988100379.0,False,,6,,,,2024-01-03T17:43:00.000Z,0.5759783300498479,3152152142.588203,144.1361,-0.18232866,-7.57467438,-9.21724245,-7.04623145,-6.02574238,9.70529016,31174913034.363445,1.9016,57597833004.98,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
6,3408,USDC,USDC,usd-coin,15950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24759983432.96249,24759983432.96249,False,,7,,,,2024-01-03T17:43:00.000Z,1.0000327005070146,9356215458.804169,36.6652,-0.05854399,-0.03320608,-0.01996074,0.02300319,-0.01144584,-0.0024962,24760793096.974422,1.5103,24760793096.97,,2024-01-03T17:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-03 18:45:16.197985
7,2010,Cardano,ADA,cardano,1018,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35369228147.23,36498916808.907,False,,8,,,,2024-01-03T17:43:00.000Z,0.5628114290496912,1111070107.901947,88.8179,-0.35119164,-8.14856597,-10.14444246,40.79998148,73.17762062,116.26889754,19906205837.92708,1.2142,25326514307.24,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
8,5805,Avalanche,AVAX,avalanche,628,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366385989.4083573,434418899.4083573,False,,9,,,,2024-01-03T17:43:00.000Z,36.45534984792877,1285704293.2168543,34.1131,-0.88367116,-10.94913889,-13.66540068,68.3738023,201.27895312,267.29254736,13356729423.261192,0.8147,26247851890.51,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
9,74,Dogecoin,DOGE,dogecoin,865,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142502626383.70526,142502626383.70526,True,,10,,,,2024-01-03T17:43:00.000Z,0.08221029843399237,964233144.094555,93.9608,0.41313009,-10.02935234,-11.85579055,-7.13717988,20.05215979,34.55606478,11715183442.632124,0.7146,11715183442.63,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
10,6636,Polkadot,DOT,polkadot-new,658,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1263642105.5975246,1395902607.3058763,True,,11,,,,2024-01-03T17:43:00.000Z,7.699120889628115,642306701.4449207,75.9258,0.08990926,-8.60551966,-12.82150353,38.98307035,65.16989869,91.40007748,9728933332.219559,0.5934,10747222923.8,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
11,1958,TRON,TRX,tron,894,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88304323534.72487,88304400770.37997,True,,12,71659659264.0,7522232073.804742,,2024-01-03T17:43:00.000Z,0.10497164166092708,398969758.85085136,39.6377,-0.39402422,-4.05005961,0.1033841,1.83311574,7.55843654,18.68699974,9269449807.197708,0.5654,9269457914.75,,2024-01-03T17:43:00.000Z,,,,,,2024-01-03 18:45:16.197985
