,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,times_tamp
8,5805,Avalanche,AVAX,avalanche,628,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366385989.4083573,434418899.4083573,False,,9,,,,2024-01-03T17:25:00.000Z,36.39436696615786,1278791892.0068123,33.6023,-1.52121942,-11.74573953,-13.7013019,67.95631809,200.21812194,268.74877322,13334386149.786583,0.8145,26203944215.63,,2024-01-03T17:25:00.000Z,,,,,,2024-01-03 17:27:49.819658
9,74,Dogecoin,DOGE,dogecoin,865,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142502626383.70526,142502626383.70526,True,,10,,,,2024-01-03T17:25:00.000Z,0.08196934393633908,959560079.0061454,93.6856,-0.56254087,-10.63662197,-12.02526635,-7.45411666,19.59237925,34.51122282,11680846793.877563,0.7135,11680846793.88,,2024-01-03T17:25:00.000Z,,,,,,2024-01-03 17:27:49.819658
10,6636,Polkadot,DOT,polkadot-new,658,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1263642105.5975246,1395902607.3058763,True,,11,,,,2024-01-03T17:25:00.000Z,7.660678288792994,642001719.8344647,76.6098,-0.88617729,-9.69440439,-13.55072107,38.10389802,64.3695385,90.78583299,9680355643.15562,0.5913,10693560797.06,,2024-01-03T17:25:00.000Z,,,,,,2024-01-03 17:27:49.819658
11,1958,TRON,TRX,tron,894,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88304323534.72487,88304400770.37997,True,,12,71659659264.0,7523467540.621073,,2024-01-03T17:25:00.000Z,0.10498888241854469,400394457.4195114,41.1355,-0.44267639,-4.22445263,0.23506371,1.96571769,7.40377475,18.9039699,9270972240.636358,0.5663,9270980349.52,,2024-01-03T17:25:00.000Z,,,,,,2024-01-03 17:27:49.819658
12,3890,Polygon,MATIC,polygon,1220,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562817984.107603,10000000000.0,False,,13,,,,2024-01-03T17:25:00.000Z,0.8603029761260976,975884365.9978161,71.5527,-0.60595969,-12.83234919,-17.61559529,8.10067888,28.55229858,56.67317561,8226920771.87994,0.5025,8603029761.26,,2024-01-03T17:25:00.000Z,,,,,,2024-01-03 17:27:49.819658
13,1975,Chainlink,LINK,chainlink,1547,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-03T17:25:00.000Z,13.985907216910544,839690892.709326,71.3762,-1.12540183,-9.12839746,-14.74933347,-10.35867356,23.14794907,85.96950319,7945393476.682296,0.4856,13985907216.91,,2024-01-03T17:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-03 17:27:49.819658
14,11419,Toncoin,TON,toncoin,185,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456009069.975763,5100545748.925987,True,,15,3414166606.0,7530309783.27559,,2024-01-03T17:25:00.000Z,2.205607005247473,80605447.13036458,56.9199,0.65111642,-5.8785487,0.77245894,-7.57204668,-0.78387342,6.40661898,7622597814.937347,0.4656,11249799434.42,,2024-01-03T17:25:00.000Z,,,,,,2024-01-03 17:27:49.819658
0,1,Bitcoin,BTC,bitcoin,10691,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19588643.0,19588643.0,False,,1,,,,2024-01-03T17:26:00.000Z,42730.52027163991,45178207489.8856,15.3904,-1.48659575,-5.54911832,-0.45474922,2.73338996,22.93029958,55.78232858,837032906805.4171,51.1575,897340925704.44,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
1,1027,Ethereum,ETH,ethereum,8172,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120185495.51593144,120185495.51593144,True,,2,,,,2024-01-03T17:26:00.000Z,2222.242214587578,18712981549.445984,50.8165,-0.55853621,-6.0998449,-5.70366213,0.00246514,20.84462821,37.65753074,267081281716.6289,16.3243,267081281716.63,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
2,825,Tether USDt,USDT,tether,70426,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,92047993063.19923,94603058344.82516,True,,3,,,,2024-01-03T17:26:00.000Z,1.0009342081583574,84254402245.7257,42.2241,0.01437567,0.04926716,0.04949583,0.11461766,0.02264195,0.07513746,92133985049.2793,5.631,94691437293.74,,2024-01-03T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-03 17:28:20.151903
3,1839,BNB,BNB,bnb,1970,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151691667.87089872,151691667.87089872,False,,4,,,,2024-01-03T17:26:00.000Z,316.81818431337376,1873867234.7244194,68.2222,-0.84302341,2.0490738,2.96760242,37.21024699,34.07777272,50.33604911,48058678790.32547,2.9356,48058678790.33,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
4,5426,Solana,SOL,solana,610,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,430015308.1650073,566217630.1013529,True,,5,,,,2024-01-03T17:26:00.000Z,98.32718308670326,5227111326.93256,38.6955,-2.35748287,-10.14734532,-7.57114038,61.73407057,136.77119481,329.34698964,42282193936.025795,2.5827,55674584581.89,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
5,52,XRP,XRP,xrp,1195,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54125149173.0,99988100379.0,False,,6,,,,2024-01-03T17:26:00.000Z,0.5730762276031519,3134928969.507885,143.7411,-0.5788577,-8.39658033,-9.49351632,-7.59880997,-6.52580889,9.49145354,31017836306.5207,1.8947,57307622760.32,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
6,3408,USDC,USDC,usd-coin,15950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24759983432.96249,24759983432.96249,False,,7,,,,2024-01-03T17:26:00.000Z,1.0001403062897494,9358083970.354002,37.7654,-0.00917881,0.02486077,-0.00291497,0.04482219,-0.01249764,0.01540436,24763457414.372227,1.5126,24763457414.37,,2024-01-03T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-03 17:28:20.151903
7,2010,Cardano,ADA,cardano,1018,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35369228147.23,36498916808.907,False,,8,,,,2024-01-03T17:26:00.000Z,0.5617275022499,1108103720.9550216,89.0788,-0.56120683,-8.89820742,-10.88806738,40.18005141,72.77831848,116.40319759,19867868183.650368,1.2143,25277737601.25,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
8,5805,Avalanche,AVAX,avalanche,628,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366385989.4083573,434418899.4083573,False,,9,,,,2024-01-03T17:26:00.000Z,36.38095788129892,1279738234.7253718,33.6296,-1.52337241,-11.7720254,-13.70922559,67.88935246,200.11081959,268.55524567,13329473248.96348,0.8142,26194289674.54,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
9,74,Dogecoin,DOGE,dogecoin,865,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142502626383.70526,142502626383.70526,True,,10,,,,2024-01-03T17:26:00.000Z,0.08195533871977308,959822069.2555143,93.6245,-0.56618037,-10.6466265,-12.03047,-7.484841,19.57495567,34.47891253,11678851013.733837,0.7138,11678851013.73,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
10,6636,Polkadot,DOT,polkadot-new,658,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1263642105.5975246,1395902607.3058763,True,,11,,,,2024-01-03T17:26:00.000Z,7.660358531143035,642063295.4648769,76.5224,-0.89336889,-9.68034156,-13.54169197,38.0625815,64.36829919,90.74778,9679951583.925545,0.5913,10693114446.52,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
11,1958,TRON,TRX,tron,894,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88304323534.72487,88304400770.37997,True,,12,71659659264.0,7522703876.078233,,2024-01-03T17:26:00.000Z,0.1049782255922259,400360857.1734095,40.981,-0.4607748,-4.23872232,0.23249656,1.94984923,7.39982477,18.8792701,9270031196.79725,0.5662,9270039304.86,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
12,3890,Polygon,MATIC,polygon,1220,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562817984.107603,10000000000.0,False,,13,,,,2024-01-03T17:26:00.000Z,0.8601702337481348,976006640.072618,71.4558,-0.60271598,-12.83989811,-17.61833948,8.07322157,28.53261322,56.63758465,8225651380.680704,0.5024,8601702337.48,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
13,1975,Chainlink,LINK,chainlink,1547,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-03T17:26:00.000Z,13.984357162204443,839812726.596462,71.3493,-1.12988984,-9.13361693,-14.74972136,-10.37092673,23.13778458,85.91263012,7944512890.64956,0.4856,13984357162.2,,2024-01-03T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-03 17:28:20.151903
14,11419,Toncoin,TON,toncoin,185,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456009069.975763,5100545748.925987,True,,15,3414166606.0,7530606998.28799,,2024-01-03T17:26:00.000Z,2.2056940587063987,80623768.21921462,56.8175,0.58320953,-5.87258093,0.77514602,-7.58036847,-0.78124118,6.42075002,7622898672.480967,0.4656,11250243454.57,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:20.151903
0,1,Bitcoin,BTC,bitcoin,10691,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19588643.0,19588643.0,False,,1,,,,2024-01-03T17:26:00.000Z,42730.52027163991,45178207489.8856,15.3904,-1.48659575,-5.54911832,-0.45474922,2.73338996,22.93029958,55.78232858,837032906805.4171,51.1575,897340925704.44,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
1,1027,Ethereum,ETH,ethereum,8172,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120185495.51593144,120185495.51593144,True,,2,,,,2024-01-03T17:26:00.000Z,2222.242214587578,18712981549.445984,50.8165,-0.55853621,-6.0998449,-5.70366213,0.00246514,20.84462821,37.65753074,267081281716.6289,16.3243,267081281716.63,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
2,825,Tether USDt,USDT,tether,70426,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,92047993063.19923,94603058344.82516,True,,3,,,,2024-01-03T17:26:00.000Z,1.0009342081583574,84254402245.7257,42.2241,0.01437567,0.04926716,0.04949583,0.11461766,0.02264195,0.07513746,92133985049.2793,5.631,94691437293.74,,2024-01-03T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-03 17:28:50.493712
3,1839,BNB,BNB,bnb,1970,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151691667.87089872,151691667.87089872,False,,4,,,,2024-01-03T17:26:00.000Z,316.81818431337376,1873867234.7244194,68.2222,-0.84302341,2.0490738,2.96760242,37.21024699,34.07777272,50.33604911,48058678790.32547,2.9356,48058678790.33,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
4,5426,Solana,SOL,solana,610,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,430015308.1650073,566217630.1013529,True,,5,,,,2024-01-03T17:26:00.000Z,98.32718308670326,5227111326.93256,38.6955,-2.35748287,-10.14734532,-7.57114038,61.73407057,136.77119481,329.34698964,42282193936.025795,2.5827,55674584581.89,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
5,52,XRP,XRP,xrp,1195,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54125149173.0,99988100379.0,False,,6,,,,2024-01-03T17:26:00.000Z,0.5730762276031519,3134928969.507885,143.7411,-0.5788577,-8.39658033,-9.49351632,-7.59880997,-6.52580889,9.49145354,31017836306.5207,1.8947,57307622760.32,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
6,3408,USDC,USDC,usd-coin,15950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24759983432.96249,24759983432.96249,False,,7,,,,2024-01-03T17:26:00.000Z,1.0001403062897494,9358083970.354002,37.7654,-0.00917881,0.02486077,-0.00291497,0.04482219,-0.01249764,0.01540436,24763457414.372227,1.5126,24763457414.37,,2024-01-03T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-03 17:28:50.493712
7,2010,Cardano,ADA,cardano,1018,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35369228147.23,36498916808.907,False,,8,,,,2024-01-03T17:26:00.000Z,0.5617275022499,1108103720.9550216,89.0788,-0.56120683,-8.89820742,-10.88806738,40.18005141,72.77831848,116.40319759,19867868183.650368,1.2143,25277737601.25,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
8,5805,Avalanche,AVAX,avalanche,628,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366385989.4083573,434418899.4083573,False,,9,,,,2024-01-03T17:26:00.000Z,36.38095788129892,1279738234.7253718,33.6296,-1.52337241,-11.7720254,-13.70922559,67.88935246,200.11081959,268.55524567,13329473248.96348,0.8142,26194289674.54,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
9,74,Dogecoin,DOGE,dogecoin,865,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142502626383.70526,142502626383.70526,True,,10,,,,2024-01-03T17:26:00.000Z,0.08195533871977308,959822069.2555143,93.6245,-0.56618037,-10.6466265,-12.03047,-7.484841,19.57495567,34.47891253,11678851013.733837,0.7138,11678851013.73,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
10,6636,Polkadot,DOT,polkadot-new,658,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1263642105.5975246,1395902607.3058763,True,,11,,,,2024-01-03T17:26:00.000Z,7.660358531143035,642063295.4648769,76.5224,-0.89336889,-9.68034156,-13.54169197,38.0625815,64.36829919,90.74778,9679951583.925545,0.5913,10693114446.52,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
11,1958,TRON,TRX,tron,894,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88304323534.72487,88304400770.37997,True,,12,71659659264.0,7522703876.078233,,2024-01-03T17:26:00.000Z,0.1049782255922259,400360857.1734095,40.981,-0.4607748,-4.23872232,0.23249656,1.94984923,7.39982477,18.8792701,9270031196.79725,0.5662,9270039304.86,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
12,3890,Polygon,MATIC,polygon,1220,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562817984.107603,10000000000.0,False,,13,,,,2024-01-03T17:26:00.000Z,0.8601702337481348,976006640.072618,71.4558,-0.60271598,-12.83989811,-17.61833948,8.07322157,28.53261322,56.63758465,8225651380.680704,0.5024,8601702337.48,,2024-01-03T17:26:00.000Z,,,,,,2024-01-03 17:28:50.493712
13,1975,Chainlink,LINK,chainlink,1547,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-03T17:26:00.000Z,13.984357162204443,839812726.596462,71.3493,-1.12988984,-9.13361693,-14.74972136,-10.37092673,23.13778458,85.91263012,7944512890.64956,0.4856,13984357162.2,,2024-01-03T17:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-03 17:28:50.493712
